# id             redshift  F275W_UVIS_CHIP2   F275W_UVIS_CHIP2_err   F336W_UVIS_CHIP2   F336W_UVIS_CHIP2_err   F438W_UVIS_CHIP2   F438W_UVIS_CHIP2_err   F555W_UVIS_CHIP2   F555W_UVIS_CHIP2_err   F814W_UVIS_CHIP2   F814W_UVIS_CHIP2_err   jwst.nircam.F200W   jwst.nircam.F200W_err   jwst.nircam.F300M   jwst.nircam.F300M_err   jwst.nircam.F335M   jwst.nircam.F335M_err   jwst.nircam.F360M   jwst.nircam.F360M_err   jwst.miri.F770W   jwst.miri.F770W_err   jwst.miri.F1000W   jwst.miri.F1000W_err   jwst.miri.F1130W   jwst.miri.F1130W_err   jwst.miri.F2100W   jwst.miri.F2100W_err    
 0   0.0   0.000016591988591   -1.000000000000000   0.000028212271608   -1.000000000000000   0.000048438428255   -1.000000000000000   0.000023606860382   -1.000000000000000   -0.000025140782858   -1.000000000000000   0.000305980309785   0.000038511093171   0.000946417982884   0.000035819104208   0.001404967150617   0.000041701378670   0.001727491677677   0.000041874961060   0.000322947351656   -1.000000000000000   0.000670170448559   0.000141674003927   0.000677171372708   -1.000000000000000   0.000190810891233   -1.000000000000000    
 1   0.0   0.000530440015606   0.000022735059866   0.000736644029075   0.000031777950431   0.000551023806733   0.000035740435344   0.001221837200114   0.000043637948495   0.001804785539535   0.000064580928839   0.007744864769519   0.000046145168714   0.004513479701759   0.000066722715334   0.007285284972905   0.000120190272380   0.005573130554449   0.000085071029381   0.013942077257352   0.001504971617544   0.015543322936388   0.000527977701624   0.028067012140027   0.001831190472101   0.017465196322282   0.000975978614694    
 2   0.0   0.000150393105666   -1.000000000000000   0.000783831343230   0.000072017545332   0.000562651537057   0.000076711868788   0.002632403232611   0.000094023580507   0.001640756068819   0.000097957805936   0.005013881724146   0.000061846729008   0.002576279032131   0.000077816977321   0.007277155588896   0.000152189739963   0.005037498645153   0.000106054470499   0.031500673664478   0.003610915682314   0.016390801087574   0.001321252884111   0.048645262443091   0.004056787394936   0.016975976004109   -1.000000000000000    
 3   0.0   0.000000000002675   -1.000000000000000   0.000000000000652   -1.000000000000000   0.000000000029297   -1.000000000000000   0.000000000130525   -1.000000000000000   0.000000000199371   -1.000000000000000   0.000495037564059   0.000013889100516   0.001007846891998   0.000021279672471   0.001402167274167   0.000021854183482   0.001621832217758   0.000027454011910   0.000280217713605   0.000064298775614   0.000790753764034   0.000076226664961   0.000830234372072   0.000094694428458   0.000197793921440   -1.000000000000000    
 4   0.0   -0.000216108091542   -1.000000000000000   -0.000187248529263   -1.000000000000000   -0.000155977021532   -1.000000000000000   0.000038553268832   -1.000000000000000   0.000587307995426   0.000055229827595   0.006220657334105   0.000040353695979   0.004448628779464   0.000052821222662   0.013448620435284   0.000084422895818   0.009264599383168   0.000065580775099   0.021371679684296   0.000953667200006   0.031321798196505   0.000342562453359   0.061575347082840   0.001126809892826   0.041678576962104   0.000820188531647    
 5   0.0   0.000615810763169   0.000016711337107   0.000686501356716   0.000025019130580   0.000691897543880   0.000054698169680   0.000615979243119   0.000081186388654   0.000451875145106   0.000146127450719   0.001379993867306   0.000079149115839   0.001076888541173   0.000069394432629   0.003041774204114   0.000087811475404   0.002348414726597   0.000073137622660   0.003113569681014   -1.000000000000000   0.001620480237558   0.000492690335448   0.004497203656901   -1.000000000000000   0.002113606175057   0.000631167125946    
 6   0.0   -0.000042311204759   -1.000000000000000   0.000052051473990   -1.000000000000000   -0.000100683057208   -1.000000000000000   -0.000094706122046   -1.000000000000000   -0.000055450743931   -1.000000000000000   0.001965252648116   0.000081990899393   0.001146070074958   0.000070232170015   0.001930953224523   0.000086668796151   0.001382156491728   0.000071241515968   0.000586977429234   -1.000000000000000   0.001093704320495   -1.000000000000000   0.003789932459039   -1.000000000000000   0.001155716312291   -1.000000000000000    
 7   0.0   0.000030230262647   -1.000000000000000   0.000054369865830   -1.000000000000000   -0.000014883297273   -1.000000000000000   0.000003001710033   -1.000000000000000   -0.000034457584616   -1.000000000000000   0.000363314256659   0.000092225324921   0.000985790175742   0.000070706115607   0.001665576195316   0.000078851969376   0.001430210926722   0.000072108423155   0.004388707148514   0.000554504350729   0.001472166317002   0.000241351842428   0.004465946987477   0.000704294357093   0.001590736242542   0.000306535030890    
 8   0.0   0.000080760906302   0.000019367679886   0.000112953311998   0.000032672247647   0.000146142889349   -1.000000000000000   0.000134496001684   -1.000000000000000   0.000259928406654   -1.000000000000000   0.001883754695719   0.000092981766129   0.001066496791256   0.000070995352869   0.001789379011599   0.000082207700709   0.001346728773320   0.000074471606752   0.001489910910993   -1.000000000000000   0.001311307806147   0.000270331945327   0.003820364766401   0.000840841033917   0.000418953461833   -1.000000000000000    
 9   0.0   0.000309588803128   0.000011289110085   0.000390640483004   0.000014765696696   0.000379134806032   0.000026040670795   0.000431372237963   0.000041875160209   0.000432892603182   0.000081265582794   0.000963142042237   0.000049022466212   0.000635735167340   0.000038168905753   0.002127112007426   0.000041845248896   0.001305686886755   0.000041108138656   0.004582234300089   0.000243089930368   0.002753131825643   0.000147136781008   0.006324119330977   0.000319913890472   0.002367667765082   0.000219287855870    
 10   0.0   0.000082897858145   0.000010425575196   0.000092180617198   0.000012810653995   0.000081220526882   0.000019751138466   0.000049715440513   -1.000000000000000   -0.000004599573185   -1.000000000000000   0.000962358113203   0.000039491812457   0.001122677525063   0.000037411480363   0.001544484603437   0.000050425036297   0.001669871911268   0.000045202480174   0.000791529132603   -1.000000000000000   0.000913495632322   0.000174124359229   0.001323642982110   -1.000000000000000   0.000753529314837   -1.000000000000000    
 11   0.0   0.001691408587116   0.000028077560134   0.002657565330322   0.000038066018329   0.002982069234347   0.000039739057465   0.003951408029957   0.000038187816674   0.004952542937009   0.000057634335387   0.007751074158207   0.000037305913374   0.004583763093873   0.000047117420595   0.011967558234715   0.000066370852135   0.008192965526016   0.000055606995721   0.027241656485492   0.000693093607826   0.025609874091279   0.000271448370583   0.043403988969056   0.000677047449950   0.031348095448691   0.000861950678990    
 12   0.0   0.001253679556488   0.000023441934657   0.001362202690200   0.000032203686282   0.001384903774584   0.000080793760180   0.001360367159721   0.000125115406472   0.001158035939543   0.000238043768047   0.002339865652253   0.000093110214610   0.001370973380001   0.000072185481013   0.003146267843485   0.000074795887570   0.002248122561112   0.000067599054902   0.006950653563097   0.000347018141616   0.003897406187875   0.000168109466963   0.009120336093286   0.000478949070733   0.004567994168123   0.000304010569107    
 13   0.0   -0.000002109001476   -1.000000000000000   -0.000013603805132   -1.000000000000000   -0.000030398477952   -1.000000000000000   0.000006883739347   -1.000000000000000   -0.000013617514723   -1.000000000000000   0.000216182653486   0.000044284959902   0.001289068597963   0.000038614052789   0.001921941613018   0.000039175684925   0.002450004094732   0.000042974296730   0.000861564386492   0.000099096371629   0.001185579355446   0.000084121966588   0.001261038040513   0.000148687375722   -0.000589352321920   -1.000000000000000    
 14   0.0   0.003621859779398   0.000042471350825   0.003297807249084   0.000048188289852   0.002968237724784   0.000056542564747   0.002375243285035   0.000060376556645   0.001647820185210   0.000106886280864   0.004224043227477   0.000060943598003   0.005756069354090   0.000062081123435   0.011804665374242   0.000083896750175   0.009557511782660   0.000070146435236   0.037562699704737   0.001167582819408   0.016530082140801   0.000400900603792   0.035828381582130   0.001325011657678   0.012440600864472   0.000635643138158    
 15   0.0   0.000034616780428   0.000004918568650   -0.000031830591934   -1.000000000000000   -0.000031980478529   -1.000000000000000   0.000035515858943   -1.000000000000000   0.000067840936159   -1.000000000000000   0.000181112401283   -1.000000000000000   0.001234403169267   0.000060469094957   0.001736487858010   0.000062961445262   0.002004156596521   0.000061320328742   0.000604407039806   -1.000000000000000   0.000757982288859   0.000194424982163   0.000966163924023   -1.000000000000000   0.000527575905831   -1.000000000000000    
 16   0.0   -0.000078351257134   -1.000000000000000   -0.000056408645229   -1.000000000000000   0.000018729467408   -1.000000000000000   0.000087599463136   -1.000000000000000   0.000328743059939   0.000055619385952   0.000637858454839   0.000047454769853   0.000535128547409   0.000047560961135   0.001866893947832   0.000060489238054   0.001160682965948   0.000051225517703   0.005267690896690   0.000640234243260   0.002298141515479   0.000248474985799   0.005958043920014   0.000786722661663   0.002964482445410   0.000469846883163    
 17   0.0   0.000046933982023   -1.000000000000000   0.000019837654294   -1.000000000000000   -0.000111266216682   -1.000000000000000   0.000001417430688   -1.000000000000000   -0.000051378830019   -1.000000000000000   0.000686619946400   0.000051639574574   0.001439626953560   0.000050234176516   0.001938528191942   0.000073991792218   0.002189272075840   0.000059788822565   0.000613030988282   -1.000000000000000   0.001194563291212   0.000313283392333   0.000967007869908   -1.000000000000000   0.000312829002625   -1.000000000000000    
 18   0.0   0.000320852721402   0.000014459477153   0.000482088529996   0.000029732632644   0.000604664314352   0.000095556077772   0.000686135397667   0.000174414499447   0.000504989183572   -1.000000000000000   0.001356411448151   0.000111723119662   0.000684664063213   0.000088601125556   0.002521293192942   0.000093965224459   0.001585941972181   0.000088327594578   0.005842575314012   0.000645902691867   0.002835210748728   0.000254718542282   0.008271239948905   0.000771357143826   0.003424172294761   0.000718557472648    
 19   0.0   0.000122111593480   0.000012823834091   0.000256084119267   0.000022538235115   0.000208252363052   0.000053817617461   0.000400264707677   0.000070929658929   0.000360815159209   0.000120162670429   0.001034736762663   0.000067007985843   0.000617507929130   0.000055025529868   0.002215410864750   0.000073472021694   0.001425054219931   0.000064097011691   0.005045895769650   0.000986159503923   0.003069307660685   0.000351720509485   0.007119065891446   0.001062046648740   0.001460173748530   -1.000000000000000    
 20   0.0   0.003370190374194   0.000038706760102   0.003638861765170   0.000046562423056   0.002823430246509   0.000065956929857   0.002869831169861   0.000077780900554   0.002387615483762   0.000125583599667   0.003807035012093   0.000063873987640   0.001902020580787   0.000058654784727   0.004807154523795   0.000076587283320   0.003221680858416   0.000065850071964   0.012347734941249   0.001050666623565   0.006594225242898   0.000378977385448   0.020848318423938   0.001052815384881   0.011606949295558   0.000761619919637    
 21   0.0   0.000002454099555   -1.000000000000000   -0.000017581092207   -1.000000000000000   0.000005158642469   -1.000000000000000   0.000010939256350   -1.000000000000000   0.000068895882332   -1.000000000000000   0.000554297250203   0.000063110327790   0.001151529817707   0.000051019764429   0.001665714750706   0.000051803306116   0.001927772350679   0.000051053885110   0.000907300095147   0.000172721567118   0.001005361650674   0.000101579498144   0.001115659167541   0.000265167838246   0.000157747356559   -1.000000000000000    
 22   0.0   0.000033986428326   0.000004789979887   -0.000007072059994   -1.000000000000000   0.000079093172166   0.000017568322372   0.000006488926802   -1.000000000000000   0.000012876744354   -1.000000000000000   0.000382150283409   0.000040258435764   0.001086166896676   0.000036972818832   0.001498774993438   0.000036686299905   0.001695323360798   0.000038161602290   0.000550675209391   0.000064464791010   0.001043060187248   0.000074011701730   0.000796866284030   0.000098053542251   0.000335121768827   -1.000000000000000    
 23   0.0   0.000039727274260   -1.000000000000000   0.000100693156939   -1.000000000000000   0.000395096558080   -1.000000000000000   0.000477136964991   -1.000000000000000   0.000747061053401   -1.000000000000000   0.001264682188041   0.000253152161307   0.001131812344219   0.000271713148649   0.002549658461030   0.000341347848184   0.002060034048521   0.000283098681071   0.000636493131512   -1.000000000000000   0.001651188273527   -1.000000000000000   0.007964684977473   -1.000000000000000   0.002161008568902   -1.000000000000000    
